,Availability,Condition,Cost of Renovation,District,Facing,Floor,Furnishing,Landed House Area Zoning,Last Renovated Date,Re-wiring/Structural Renovation,Tenancy Current Rent,Tenancy Lease Expiry,ammenities,atm_nearby,average_transit_duration_to_subway,average_transit_duration_to_supermarket,average_walking_duration_to_bus_station,average_walking_duration_to_clinic,link,num_baths,num_beds,num_bus_stations_nearby,num_clinics_nearby,num_subways_nearby,num_supermarkets_nearby,others,park_nearby,post_box_nearby,post_office_nearby,pre-tertiary,price,primary,secondary,sqft,tenure,total_units,transit_duration_to_changi_airport,transit_duration_to_orchard_road,transit_duration_to_raffles_place,type,year_since_completion
104,Now,,,D16,,,,,,,,,16,1,,17.0,5.0,6.6,https://www.99.co/singapore/condos-apartments/eco,1044.0,3.0,10,10,1,3,2.0,0,1,1,,1550000.0,2.0,3.0,,99 Years,748,33.0,38.0,30.0,condo,2
105,18 May 2020,,,D05,,,,,,,,18 May 2020,15,1,13.5,15.333333333333334,5.142857142857143,4.7,https://www.99.co/singapore/condos-apartments/one-north-residences,1.0,1.0,10,10,3,7,2.0,1,1,1,1.0,1680000.0,,,1119.0,99 Years,405,72.0,32.0,28.0,condo,10
106,,,,D20,,,,,,,,,4,1,12.0,14.333333333333334,4.9,2.9,https://www.99.co/singapore/hdb/350-ang-mo-kio-street-32-adcVgvKuUBvM7yPJiUXQcJRk,2.0,3.0,10,10,1,4,,1,1,0,,680000.0,3.0,3.0,1022.0,99 Years,,59.0,31.0,36.0,hdb,18
107,Now,,,D18,,,,,,,,,2,1,14.0,14.666666666666666,4.2,2.7,,2.0,3.0,10,10,1,4,1.0,1,1,1,,430000.0,5.0,3.0,1108.0,,,28.0,52.0,46.0,hdb,
108,Now,,,D16,South West,,,,,,S$2000,01 Mar 2020,17,1,,13.0,4.666666666666667,7.0,https://www.99.co/singapore/condos-apartments/the-glades,1.0,1.0,10,10,1,4,1.0,0,1,1,,758888.0,,2.0,452.0,99 Years,726,30.0,36.0,28.0,condo,2
109,,,,D19,,,Unfurnished,,,,,,3,1,17.0,16.0,4.777777777777778,5.625,https://www.99.co/singapore/landed/poh-huat-gardens-dePGJWFZLPK9Sczw9xxiqyZE,3.0,4.0,10,10,1,5,1.0,0,1,1,1.0,4200000.0,1.0,2.0,3303.0,999 Years,60,59.0,38.0,43.0,landed,30
110,Now,,,D19,,,,,,,,,28,1,14.5,16.0,4.0,,https://www.99.co/singapore/condos-apartments/riversails,2.0,2.0,10,10,2,3,1.0,1,1,0,,1110000.0,3.0,2.0,947.0,99 Years,921,51.0,43.0,43.0,condo,2
111,Now,,,D10,,,,,,,,,17,1,14.0,,5.8,5.0,https://www.99.co/singapore/condos-apartments/dleedon,2.0,3.0,10,10,2,0,,0,1,0,,2150000.0,1.0,1.0,1216.0,99 Years,1723,70.0,23.0,34.0,condo,4
112,Now,,,D19,North East,,,2 Storey Mixed Landed,,Yes,,,4,1,,,5.1,2.7777777777777777,https://www.99.co/singapore/landed/serangoon-garden-estate-deybsVE8bUasRKmQxti2nmLH,2800.0,3.0,10,10,0,1,1.0,0,1,1,,3500000.0,1.0,3.0,,999 Years,,65.0,39.0,43.0,landed,5
113,,,,D16,,,,,,,,,0,1,12.0,16.0,5.3,4.4,,2.0,2.0,10,10,2,7,3.0,0,1,1,,288000.0,4.0,3.0,721.0,,,33.0,46.0,38.0,hdb,
114,Now,,,D25,,,,,,,,,4,1,9.5,11.5,3.4,4.0,https://www.99.co/singapore/hdb/886a-woodlands-drive-50-addj6WNeixoEdtQmasdT6RBc,2.0,2.0,10,10,2,8,,0,1,1,,355000.0,6.0,3.0,721.0,99 Years,,64.0,44.0,53.0,hdb,6
115,Now,,,D23,,,,,,,,,10,1,15.0,15.5,3.6,,https://www.99.co/singapore/condos-apartments/the-lanai,2.0,4.0,10,10,1,2,,1,1,0,,1880000.0,1.0,,1303.0,999 Years,214,82.0,41.0,47.0,condo,4
116,Now,,,D3,South East,,,,,,,,5,0,,,,,https://www.99.co/singapore/condos-apartments/one-pearl-bank,1.0,1.0,0,0,0,0,,0,0,0,,1200000.0,,,431.0,99 Years,774,59.0,20.0,11.0,condo,-4
117,,,,D16,,,,Others,,,,,3,1,,17.5,6.5,,https://www.99.co/singapore/landed/bedokville-decBtesABPSBcjkKR6Ch2rrh,3484.0,5.0,10,10,1,4,1.0,0,1,1,,6380000.0,1.0,3.0,,999 Years,,33.0,38.0,30.0,landed,
118,Now,,,D19,,,,,,,,,11,0,,,,,https://www.99.co/singapore/condos-apartments/piermont-grand,2.0,3.0,0,0,0,0,,0,0,0,,880000.0,,,840.0,99 Years,,48.0,43.0,42.0,condo,
119,Now,,,D20,,,,,,,,,18,1,15.0,18.5,3.9,4.6,https://www.99.co/singapore/condos-apartments/bishan-loft,3.0,4.0,10,10,1,4,2.0,0,1,1,,1750000.0,3.0,3.0,1399.0,99 Years,384,69.0,29.0,35.0,condo,16
120,Now,,,D19,,#05,Fully Furnished,,,,S$1700,01 Jun 2019,16,1,11.0,12.0,3.9,5.4,https://www.99.co/singapore/condos-apartments/casa-cambio,1.0,1.0,10,10,1,5,,0,1,1,,678000.0,,3.0,420.0,Freehold,198,51.0,31.0,31.0,condo,4
121,,Brand New,,D13,,,,Others,,Yes,,,1,0,,,,,,7.0,6.0,0,0,0,0,,0,0,0,,3850000.0,,,2702.0,,,,,,landed,
122,Now,,,D16,North South,,,,,,,,4,1,11.0,15.166666666666666,3.8,3.9,https://www.99.co/singapore/hdb/423-bedok-north-avenue-1-adwWxfHmDH3dYAwKcdLxfT9G,2.0,2.0,10,10,1,7,1.0,1,1,1,,358000.0,3.0,2.0,872.0,99 Years,,40.0,37.0,29.0,hdb,40
123,Now,,,D09,South West,,,,,,S$4400,18 Sep 2019,16,1,15.0,16.666666666666668,4.4,5.1,https://www.99.co/singapore/condos-apartments/oxley-edge,2.0,4.0,10,10,3,5,1.0,1,1,1,,1999995.0,1.0,,1195.0,Freehold,45,60.0,16.0,17.0,condo,3
124,Now,,,D19,North,05,Partially Furnished,,,,,,18,1,13.333333333333334,15.0,4.7,5.125,https://www.99.co/singapore/condos-apartments/a-treasure-trove,2.0,3.0,10,10,6,4,,1,1,0,,1500000.0,3.0,1.0,1206.0,99 Years,882,42.0,38.0,37.0,condo,4
125,Now,,,D22,North East,,Partially Furnished,,,,,,1,1,12.0,10.333333333333334,4.6,4.375,,3.0,3.0,10,10,1,4,,0,1,1,,615000.0,1.0,3.0,1582.0,,,87.0,41.0,40.0,hdb,
126,02 Feb 2022,,,D03,South,,,,,,,,16,0,,,,,https://www.99.co/singapore/condos-apartments/stirling-residences,2.0,3.0,0,0,0,0,,0,0,0,,1623000.0,,,883.0,99 Years,1259,66.0,27.0,19.0,condo,-3
127,,,,D19,,,Partially Furnished,,,,,,24,1,14.5,16.0,4.0,,https://www.99.co/singapore/condos-apartments/riversails,1.0,1.0,10,10,2,3,1.0,1,1,0,,730000.0,3.0,2.0,645.0,99 Years,921,51.0,43.0,43.0,condo,2
128,Now,,,D19,,,,,,,,,28,0,,,,,https://www.99.co/singapore/condos-apartments/the-florence-residences,1.0,1.0,0,0,0,0,,0,0,0,,570000.0,,,474.0,99 Years,1410,54.0,40.0,40.0,condo,-4
129,Now,,,D28,North,12,,,,,,,36,1,8.333333333333334,9.0,4.5,4.8,https://www.99.co/singapore/condos-apartments/high-park-residences,2.0,2.0,10,10,4,2,,0,1,0,,860000.0,2.0,1.0,678.0,99 Years,1399,46.0,44.0,43.0,condo,0
130,Now,,,D18,North West,,,,,,,,5,1,,18.0,3.2,3.5,,2.0,3.0,10,10,0,3,,0,1,0,1.0,448000.0,2.0,1.0,1120.0,,,32.0,45.0,45.0,hdb,
131,Now,,,D15,,,Partially Furnished,,,,,,12,1,,20.666666666666668,3.9,5.0,https://www.99.co/singapore/condos-apartments/seaside-residences,2.0,2.0,10,10,0,4,1.0,1,1,1,1.0,1308530.0,,,678.0,99 Years,843,26.0,42.0,38.0,condo,-2
132,Now,,,D15,,,,,,,,16 Jun 2019,9,1,,14.6,4.9,6.5,https://www.99.co/singapore/hdb/32-marine-crescent-advtqygCYQC9LMtbpKE2PhgW,2.0,2.0,10,10,0,6,3.0,1,1,1,1.0,450000.0,1.0,,700.0,99 Years,,34.0,38.0,33.0,hdb,44
133,,,,D23,,,,,,,,,0,1,9.5,14.0,4.9,4.1,,1097.0,3.0,10,10,5,5,,0,1,0,,320000.0,5.0,3.0,,,,79.0,37.0,47.0,hdb,
134,,,,D11,,,,,,,,,0,0,,,,,,5.0,5.0,0,0,0,0,,0,0,0,,8100000.0,,,2561.0,,,,,,landed,
136,Now,,,D03,,,,,,,,,1,1,15.0,15.0,4.5,5.875,,624.0,2.0,10,10,2,3,,1,1,0,,280000.0,1.0,1.0,,,,66.0,24.0,19.0,hdb,
137,,,,D26,South,,,3 Storey Semi D,,,,,2,1,,,7.0,,https://www.99.co/singapore/landed/springleaf-garden-deLnsSXXRBdeYzGQtEv8CFvD,4.0,5.0,10,0,0,0,,0,1,0,,3750000.0,,,3552.0,Freehold,363,47.0,44.0,52.0,landed,10
138,,,,D19,,,,,,,,,0,1,13.2,17.666666666666668,4.5,4.8,,2.0,3.0,10,10,7,5,1.0,0,1,1,,418888.0,6.0,2.0,1184.0,,,43.0,45.0,44.0,hdb,
139,Now,,,D01,South,,Partially Furnished,,,,,,15,1,11.5,14.25,4.888888888888889,2.9,https://www.99.co/singapore/condos-apartments/v-on-shenton,2.0,3.0,10,10,5,5,,1,1,1,,3500000.0,,,1528.0,99 Years,510,54.0,24.0,12.0,condo,2
140,,,,,South,,,3 Storey Mixed Landed,,,,29 Mar 2018,11,1,,15.0,5.571428571428571,6.0,https://www.99.co/singapore/landed/nim-collection-depUiV7AcNrBFsNZKqHeZzq4,7.0,5.0,10,3,0,1,,0,1,0,,2820000.0,1.0,,1970.0,99 Years,98,55.0,38.0,43.0,landed,-2
141,Now,,,D23,,,Partially Furnished,,,,,,0,0,,,,,https://www.99.co/singapore/hdb/303-bukit-batok-street-31-adhamNY2y6XQSFe3sCPyhyA,2.0,3.0,0,0,0,0,,0,0,0,,400000.0,,,1313.0,99 Years,,80.0,41.0,41.0,hdb,34
142,29 Mar 2020,,,D09,North East,,,,,,S$2900,29 Mar 2020,9,1,22.0,18.666666666666668,5.5,6.2,https://www.99.co/singapore/condos-apartments/up-robertson-quay,1.0,1.0,10,10,1,4,,1,1,1,,1499999.0,1.0,1.0,463.0,99 Years,70,65.0,25.0,23.0,condo,3
143,Now,,,D12,,,Partially Furnished,,,,,,15,1,14.5,13.666666666666666,3.8,4.4,https://www.99.co/singapore/condos-apartments/gem-residences,3.0,5.0,10,10,2,4,4.0,1,1,1,,2018000.0,2.0,2.0,1313.0,99 Years,578,65.0,21.0,26.0,condo,-1
144,Now,,,D14,North,,Partially Furnished,,,,,,14,0,,,,,https://www.99.co/singapore/condos-apartments/parc-esta,3.0,4.0,0,0,0,0,,0,0,0,,1890000.0,,,1227.0,99 Years,1399,37.0,28.0,20.0,condo,-3
145,Now,,,D21,,,,,,,,30 Jun 2019,14,1,,,5.5,7.0,https://www.99.co/singapore/condos-apartments/highgate,4.0,4.0,10,10,0,0,,1,1,1,,2200000.0,1.0,1.0,1636.0,Freehold,216,78.0,38.0,43.0,condo,24
146,Now,,,D18,,,,,,,,,11,1,,16.5,4.0,3.8333333333333335,https://www.99.co/singapore/condos-apartments/whitewater,2.0,3.0,10,10,0,3,,0,1,0,1.0,858000.0,2.0,1.0,1130.0,99 Years,397,33.0,47.0,46.0,condo,14
147,Now,,,D05,,,,,,,,,1,1,,15.0,5.0,2.9,,732.0,2.0,10,10,1,5,,0,1,1,,400000.0,4.0,2.0,,,,75.0,34.0,28.0,hdb,
148,Now,,,D23,South,10,,,,,,,15,1,,16.5,4.6,5.666666666666667,https://www.99.co/singapore/condos-apartments/natura-hillview,2.0,1.0,10,10,0,2,,1,1,0,,1100000.0,3.0,1.0,1055.0,Freehold,193,82.0,45.0,50.0,condo,3
149,,,,D25,,,,,,,,30 Dec 2017,9,1,,,5.571428571428571,,https://www.99.co/singapore/landed/pine-villas-depzvX2YxvSCyh6BuRyeUbC4,7.0,6.0,10,2,0,0,,0,1,0,,2450000.0,,,2159.0,Freehold,,82.0,50.0,58.0,landed,
150,Now,,,D11,,,,,,,S$4100,08 Jul 2019,13,1,11.0,14.75,4.8,5.2,https://www.99.co/singapore/condos-apartments/miro,2.0,2.0,10,10,2,5,4.0,0,1,1,,2100000.0,1.0,,1184.0,Freehold,128,58.0,14.0,20.0,condo,7
151,Now,,,D27,North East,,,3 Storey Mixed Landed,,Yes,,,11,1,,,4.6,,https://www.99.co/singapore/landed/sembawang-straits-estate-deZEi3BfwtiNU8PT3xNyi7FB,5.0,5.0,10,0,0,0,,1,1,0,,3200000.0,,,2099.0,Freehold,,70.0,53.0,59.0,landed,22
152,Now,,,D07,South,,,,,,,,19,1,13.333333333333334,17.0,3.9,5.2,https://www.99.co/singapore/condos-apartments/concourse-skyline,2.0,2.0,10,10,4,5,,0,1,1,,2300000.0,1.0,,1163.0,99 Years,360,50.0,22.0,18.0,condo,6
153,Now,Brand New,,D20,,,,2 Storey Mixed Landed,,,,,7,1,14.0,16.75,6.3,7.5,https://www.99.co/singapore/landed/clover-park-deiGhVCPFDTrokeFGE4opQPe,6.0,5.0,10,10,2,5,2.0,0,1,1,,5500000.0,1.0,2.0,4000.0,Freehold,,64.0,22.0,28.0,landed,
154,,,S$400000,D19,North East,,,2 Storey Mixed Landed,,Yes,,,3,0,,,,,,5.0,6.0,0,0,0,0,,0,0,0,,3990000.0,,,2068.0,,,,,,landed,
155,Now,,,D18,North East,,,,,,,,1,1,,11.0,3.4,5.5,https://www.99.co/singapore/hdb/878-tampines-avenue-8-ad2yURWfpJi6bWQJrZrrhLyZ,1108.0,3.0,10,10,0,2,1.0,0,1,0,,435000.0,2.0,3.0,,99 Years,,38.0,49.0,46.0,hdb,
156,25 Sep 2019,,,D18,North West,,,,,,,,1,1,,12.0,4.1,4.555555555555555,https://www.99.co/singapore/hdb/726-tampines-street-71-adwYQszGjZhLRPpgNyZtwEZT,2.0,3.0,10,10,0,2,1.0,1,1,1,,415000.0,1.0,2.0,1119.0,99 Years,,35.0,51.0,44.0,hdb,22
157,Now,,,D01,,,,,,,,,10,1,12.2,13.5,4.8,3.1,https://www.99.co/singapore/condos-apartments/the-clift,2.0,2.0,10,10,7,5,,1,1,1,,1500000.0,1.0,,775.0,99 Years,312,54.0,23.0,11.0,condo,8
158,Now,,,D19,,,,,,,,,13,0,,,,,https://www.99.co/singapore/condos-apartments/riverfront-residences,2.0,3.0,0,0,0,0,,0,0,0,,1092000.0,,,872.0,99 Years,1478,54.0,43.0,42.0,condo,-5
159,Now,,,D04,,,,,,,,,12,1,12.5,12.0,5.2,5.375,https://www.99.co/singapore/condos-apartments/corals-at-keppel-bay,4.0,4.0,10,9,3,3,,0,1,1,,10197000.0,,,3122.0,99 Years,366,68.0,29.0,22.0,condo,3
160,Now,,,D22,North,,,,,,,,4,1,10.0,15.0,3.4,6.166666666666667,https://www.99.co/singapore/hdb/196b-boon-lay-drive-adbhsoWCk664kxnwLeLVdpbd,2.0,3.0,10,10,1,3,1.0,1,1,1,1.0,563000.0,4.0,2.0,1216.0,99 Years,,88.0,50.0,41.0,hdb,
161,Now,,,D19,North South,,Partially Furnished,,,,S$4000,,26,1,11.0,15.5,4.6,7.0,https://www.99.co/singapore/condos-apartments/riversound-residence,4.0,4.0,10,10,3,4,,1,1,0,,1550000.0,3.0,3.0,1421.0,99 Years,590,48.0,43.0,42.0,condo,4
162,Now,,,D13,South,,,,,,,,12,0,,,,,https://www.99.co/singapore/condos-apartments/the-tre-ver,2.0,3.0,0,0,0,0,,0,0,0,,1538000.0,,,1012.0,99 Years,729,73.0,31.0,37.0,condo,-3
163,Now,,,D03,,4,,,,,,,1,1,14.0,14.833333333333334,4.1,4.888888888888889,https://www.99.co/singapore/hdb/128-bukit-merah-view-aduPLQuLiZGz4v2CL5EyFSU4,700.0,2.0,10,10,1,7,2.0,1,1,1,,298000.0,4.0,1.0,,99 Years,,66.0,20.0,18.0,hdb,46
164,Now,,,D01,North South,,,,,,S$6500,30 Apr 2019,21,1,10.333333333333334,11.333333333333334,4.5,1.8,https://www.99.co/singapore/condos-apartments/the-sail-marina-bay,2.0,3.0,10,10,6,3,,1,1,1,,2850000.0,,,1615.0,99 Years,1111,51.0,17.0,5.0,condo,11
165,Now,,,D27,North South,,,,,,,,22,1,,17.666666666666668,5.857142857142857,5.0,https://www.99.co/singapore/condos-apartments/the-miltonia-residences,2.0,2.0,10,10,0,3,,0,1,0,,840000.0,1.0,1.0,936.0,99 Years,410,60.0,46.0,52.0,condo,4
166,Now,,,D09,North South,,,,,,,,14,1,23.0,20.0,6.3,6.285714285714286,https://www.99.co/singapore/condos-apartments/martin-modern,2.0,2.0,10,10,1,5,,1,1,1,,2080220.0,1.0,1.0,764.0,99 Years,450,69.0,22.0,26.0,condo,-2
167,Now,,,D14,North,,,,,,,,20,1,10.5,13.5,4.4,6.3,https://www.99.co/singapore/condos-apartments/the-vines,2.0,3.0,10,10,2,2,,0,1,0,,1280000.0,1.0,,1055.0,Freehold,35,36.0,32.0,24.0,condo,15
168,,,,,,,,,,,,,30,1,,17.666666666666668,5.857142857142857,5.0,https://www.99.co/singapore/condos-apartments/the-miltonia-residences,3.0,4.0,10,10,0,3,,0,1,0,,1850000.0,1.0,1.0,2077.0,99 Years,410,60.0,46.0,52.0,condo,4
169,01 Jan 2022,,,D14,,,,,,,,,7,0,,,,,https://www.99.co/singapore/condos-apartments/arena-residences,2.0,3.0,0,0,0,0,,0,0,0,,1378000.0,,,818.0,Freehold,98,53.0,27.0,22.0,condo,-3
170,Now,,,D18,,,,,,,,,22,1,,24.0,3.9,5.75,https://www.99.co/singapore/condos-apartments/coco-palms,2.0,3.0,10,10,1,3,,1,1,1,,1130000.0,3.0,1.0,904.0,99 Years,944,29.0,46.0,38.0,condo,0
171,Now,,,D03,,,,,,,,,18,1,,17.8,6.0,,https://www.99.co/singapore/condos-apartments/the-crest,3.0,3.0,10,10,1,5,2.0,1,1,1,,2323000.0,2.0,2.0,1184.0,99 Years,469,67.0,25.0,19.0,condo,1
172,Now,,,D12,,,,,,,,,1,1,21.0,17.666666666666668,4.8,5.714285714285714,https://www.99.co/singapore/hdb/107-jalan-rajah-adowvCXZAv2qqauggyes9J4a,1109.0,3.0,10,10,1,7,2.0,1,1,0,,480000.0,,1.0,,99 Years,,67.0,21.0,32.0,hdb,35
173,Now,,,D27,North,,Fully Furnished,,,,,,13,1,,15.0,4.333333333333333,5.0,https://www.99.co/singapore/condos-apartments/euphony-gardens,3.0,3.0,10,10,0,2,,0,1,0,1.0,850000.0,1.0,2.0,1280.0,99 Years,304,60.0,44.0,49.0,condo,18
174,Now,,,D03,North South,,,,,,,,23,0,,,,,https://www.99.co/singapore/condos-apartments/stirling-residences,1.0,2.0,0,0,0,0,,0,0,0,,1150000.0,,,624.0,99 Years,1259,66.0,27.0,19.0,condo,-3
175,Now,,,D04,,,,,,,,,12,1,12.5,12.0,5.2,5.375,https://www.99.co/singapore/condos-apartments/corals-at-keppel-bay,4.0,4.0,10,9,3,3,,0,1,1,,9603000.0,,,3028.0,99 Years,366,68.0,29.0,22.0,condo,3
176,Now,,,D19,North,,,,,,,,1,1,11.6,14.333333333333334,3.4,4.8,https://www.99.co/singapore/hdb/301d-anchorvale-drive-ad636QrQJnUhjpcTHpmKGtxR,2.0,3.0,10,10,6,4,1.0,0,1,1,,450000.0,7.0,1.0,1184.0,99 Years,,43.0,40.0,39.0,hdb,18
177,Now,,,D19,North,,,,,,,,1,1,18.0,18.5,4.666666666666667,4.5,,2.0,2.0,10,10,1,2,2.0,0,1,0,,350000.0,1.0,1.0,882.0,,,46.0,44.0,41.0,hdb,
178,01 Jun 2022,,,D21,,,,,,,,,11,0,,,,,https://www.99.co/singapore/condos-apartments/daintree-residence,2.0,2.0,0,0,0,0,,0,0,0,,1088000.0,,,710.0,99 Years,327,75.0,35.0,40.0,condo,-3
179,01 Aug 2019,,,D27,,,,,,,,,16,1,,17.666666666666668,4.5,4.0,https://www.99.co/singapore/condos-apartments/yishun-emerald,2.0,3.0,10,10,0,4,1.0,0,1,0,,885000.0,3.0,1.0,1216.0,99 Years,436,59.0,43.0,49.0,condo,17
180,,,,D20,,,Partially Furnished,,,,,,3,1,,14.666666666666666,4.1,4.7,https://www.99.co/singapore/hdb/588a-ang-mo-kio-street-52-adMXqzg7wyB9iWzsJV8StbdW,2.0,3.0,10,10,1,4,,1,1,1,,830000.0,3.0,2.0,1205.0,99 Years,,60.0,25.0,30.0,hdb,
181,Now,,,D19,,,,,,,,,2,1,17.0,17.5,3.1,5.333333333333333,,2.0,4.0,10,10,3,7,2.0,0,1,1,,650000.0,4.0,2.0,1539.0,,,47.0,38.0,37.0,hdb,
182,,,,D27,North East,,,,,,,,16,1,17.0,17.0,4.8,5.0,https://www.99.co/singapore/condos-apartments/canberra-residences,2.0,3.0,10,10,1,3,,0,1,1,,1260000.0,2.0,1.0,1528.0,99 Years,320,54.0,47.0,52.0,condo,4
183,Now,,,D09,,,,,,,,,14,1,,14.6,5.2,6.3,https://www.99.co/singapore/condos-apartments/8-saint-thomas,2.0,2.0,10,10,1,7,,1,1,1,,2450000.0,1.0,,872.0,Freehold,230,59.0,15.0,17.0,condo,1
184,Now,,,D20,,,,,,,,,11,1,,10.0,4.0,,https://www.99.co/singapore/condos-apartments/flame-tree-park,3.0,3.0,10,10,0,1,1.0,0,1,0,,2200000.0,,2.0,1593.0,Freehold,160,63.0,30.0,37.0,condo,30
185,Now,,,D27,,,,,,,,,10,1,,,4.8,3.7,https://www.99.co/singapore/condos-apartments/the-canopy,1033.0,2.0,10,10,0,2,,1,1,0,,865000.0,3.0,2.0,,99 Years,406,63.0,45.0,50.0,condo,5
186,,Brand New,,D28,,,,3 Storey Semi D,,,,,12,1,,19.0,6.833333333333333,5.0,https://www.99.co/singapore/landed/seletar-hills-estate-dex9hKRFRRiygsQLTu3K6djY,6.0,6.0,10,4,0,2,,0,1,0,,5280000.0,1.0,,3320.0,Freehold,,56.0,49.0,50.0,landed,6
187,,,,D22,,,Partially Furnished,,,,,,2,1,,20.0,3.8,5.2,,2.0,3.0,10,8,0,3,,0,1,1,,380000.0,,1.0,1001.0,,,94.0,51.0,44.0,hdb,
188,Now,,,D19,,,,,,,,,12,1,,15.0,4.4,4.5,https://www.99.co/singapore/condos-apartments/rio-vista,3.0,3.0,10,10,0,3,2.0,1,1,1,,960000.0,1.0,2.0,1249.0,99 Years,716,54.0,44.0,43.0,condo,15
189,Now,,,D23,South,,,,,,,,3,1,11.5,12.0,3.6,5.4,,2.0,3.0,10,10,2,2,1.0,0,1,1,,360000.0,3.0,,104.0,,,85.0,39.0,54.0,hdb,
190,Now,,,D20,,,,,,,,,3,1,,17.0,4.1,4.2,https://www.99.co/singapore/hdb/178-ang-mo-kio-avenue-4-adsJy5nhZFWBacTiCNLRZNUb,1001.0,3.0,10,10,0,4,2.0,1,1,0,1.0,415000.0,2.0,2.0,,99 Years,,70.0,41.0,46.0,hdb,38
191,,,,D03,,,Unfurnished,,,,,,11,0,,,,,https://www.99.co/singapore/condos-apartments/stirling-residences,1.0,2.0,0,0,0,0,,0,0,0,,1067000.0,,,624.0,99 Years,1259,66.0,27.0,19.0,condo,-3
192,Now,,,D16,North South,,,,,,,,1,1,15.0,17.0,4.2,3.75,https://www.99.co/singapore/hdb/165-bedok-south-road-adnwHSRfpzsVo2BWDeNUgzhg,2.0,3.0,10,10,1,1,1.0,0,1,0,,430000.0,2.0,3.0,904.0,99 Years,,41.0,49.0,41.0,hdb,34
193,Now,,,D19,,,,,,,,,25,0,,,,,https://www.99.co/singapore/condos-apartments/affinity-at-serangoon,1.0,2.0,0,0,0,0,,0,0,0,,897000.0,,,614.0,99 Years,1057,53.0,39.0,41.0,condo,-5
194,Now,,,D19,South West,,,,,,,,2,1,11.666666666666666,12.333333333333334,3.7,5.857142857142857,https://www.99.co/singapore/hdb/303b-anchorvale-link-adNn4GoGsB35parjwnyUkVDG,2.0,3.0,10,10,5,4,1.0,0,1,1,,375000.0,5.0,1.0,915.0,99 Years,,45.0,39.0,38.0,hdb,18
195,Now,,,D15,,,Fully Furnished,,,,,,11,1,,14.0,5.777777777777778,6.0,https://www.99.co/singapore/condos-apartments/silversea,3.0,3.0,10,10,0,5,,0,1,1,,2700000.0,1.0,,1496.0,99 Years,383,36.0,35.0,30.0,condo,5
196,Now,,,D18,North South,04,,,,,,31 Jan 2018,5,1,,13.0,3.4,1.5,,2.0,2.0,10,10,0,2,1.0,0,1,0,,350000.0,3.0,3.0,721.0,,,36.0,41.0,44.0,hdb,
197,Now,,,D13,,,,,,,,,11,1,8.0,11.0,4.7,11.0,https://www.99.co/singapore/condos-apartments/park-colonial,2.0,2.0,10,10,2,1,2.0,0,1,1,1.0,1298000.0,1.0,2.0,678.0,99 Years,805,56.0,24.0,24.0,condo,-3
198,Now,,,D05,North,,,,,,,,12,1,14.0,17.0,3.8,6.0,https://www.99.co/singapore/condos-apartments/luxe-ville,2.0,3.0,10,3,2,1,,0,1,1,,1800000.0,,,1356.0,Freehold,50,83.0,43.0,39.0,condo,6
199,Now,,,D09,North South,,,,,,,,13,1,,14.6,5.2,6.3,https://www.99.co/singapore/condos-apartments/8-saint-thomas,2.0,2.0,10,10,1,7,,1,1,1,,2553000.0,1.0,,807.0,Freehold,230,59.0,15.0,17.0,condo,1
200,Now,,,D12,,,,,,,,,7,1,19.0,18.6,4.0,3.3,https://www.99.co/singapore/condos-apartments/the-viridian,1.0,1.0,10,10,1,8,2.0,1,1,1,,850000.0,1.0,1.0,528.0,Freehold,108,64.0,21.0,29.0,condo,5
201,,,,D09,,,Partially Furnished,,,,,,11,1,23.0,20.0,6.3,6.285714285714286,https://www.99.co/singapore/condos-apartments/martin-modern,2.0,2.0,10,10,1,5,,1,1,1,,2014420.0,1.0,1.0,764.0,99 Years,450,69.0,22.0,26.0,condo,-2
202,Now,,,D01,South East,,Partially Furnished,,,,,,14,1,11.5,14.25,4.888888888888889,2.9,https://www.99.co/singapore/condos-apartments/v-on-shenton,3.0,3.0,10,10,5,5,,1,1,1,,3400000.0,,,1356.0,99 Years,510,54.0,24.0,12.0,condo,2
203,Now,,,D05,,,,,,,,,2,1,,17.75,4.1,4.6,,2.0,2.0,10,10,0,6,2.0,1,1,1,,285000.0,,2.0,721.0,,,88.0,44.0,40.0,hdb,
204,Now,,,D22,,,,,,,,,3,1,12.5,13.0,4.6,6.222222222222222,,2.0,3.0,10,10,2,4,1.0,1,1,1,,349000.0,4.0,4.0,969.0,,,88.0,49.0,41.0,hdb,
205,Now,,,D23,North,,,,,,,,4,1,11.75,13.666666666666666,3.4,3.2,https://www.99.co/singapore/hdb/15-teck-whye-lane-ad3eBd7jqdB9BuJ2KtUbtMU6,2.0,3.0,10,10,6,5,,0,1,1,1.0,310000.0,3.0,2.0,990.0,99 Years,,74.0,28.0,40.0,hdb,38
206,Now,,,D19,North West,,,Not in Landed Housing Area,,,,,2,0,,,,,,4.0,4.0,0,0,0,0,,0,0,0,,3050000.0,,,2077.0,,,,,,landed,
207,30 Jun 2022,,,D15,North,02,,,,,,,9,0,,,,,https://www.99.co/singapore/condos-apartments/olloi,2.0,3.0,0,0,0,0,,0,0,0,,1584000.0,,,947.0,Freehold,34,42.0,36.0,28.0,condo,-3
